House ID,Golden Grains
6e33d731,1312108.5278141932
6e33d734,1118839.3597614293
6e33d738,1311739.31860662
6e33d73c,1342903.3383023592
6e33d73e,1178855.7728142713
6e33d744,1402831.119348025
6e33d748,1348327.5111429654
6e33d74a,1482473.2596071074
6e33d74c,1124334.1894356597
6e33d750,1132813.0045637088
6e33d756,1132171.9235360797
6e33d75b,870955.0743866353
6e33d761,1482776.6421962609
6e33d767,1168033.5818456076
6e33d76d,1418571.1014444223
6e33d76f,1299102.4374799237
6e33d773,1516319.1521454102
6e33d778,1425648.4478116087
6e33d77e,1383907.5299697209
6e33d781,1401797.6204332334
6e33d787,1514012.1131534965
6e33d78d,1186181.101878747
6e33d792,1619136.9927777252
6e33d797,1347381.2865043378
6e33d799,1399234.9228686318
6e33d79c,1328829.658539132
6e33d7a0,1035910.1226240713
6e33d7a6,1212588.5075246263
6e33d7a9,1413884.5756493742
6e33d7ae,1365152.9893387828
6e33d7b1,1246625.6421994553
6e33d7b7,1486975.797854987
6e33d7ba,1408069.740855933
6e33d7be,1308647.0568050665
6e33d7c3,1495986.148736827
6e33d7c7,1145361.917864164
6e33d7cd,1371802.4456741859
6e33d7d2,1382355.8796743236
6e33d7d8,1413057.3874905568
6e33d7dd,1319624.9481805963
6e33d7e0,1179318.7487266504
6e33d7e5,1292165.873540073
6e33d7e9,1469854.1108916923
6e33d7ec,1407115.196963491
6e33d7ee,1369474.156208551
6e33d7f4,883196.9011625727
6e33d7f7,1262722.1569784838
6e33d7fb,1112615.1007300064
6e33d7fe,1425336.439929996
6e33d801,1309361.1735221595
6e33d805,1200786.5469025804
6e33d808,1446005.4219843505
6e33d80a,1204327.8996129106
6e33d80c,1301296.9698662604
6e33d811,1442153.3792866068
6e33d817,1316807.5260146598
6e33d81a,761398.8763336352
6e33d820,1251711.2016978902
6e33d822,1261462.561110335
6e33d825,1392164.7850597964
6e33d827,1353626.3222822775
6e33d829,1364635.445388748
6e33d82c,1368691.3872085677
6e33d82f,1106865.3805854262
6e33d833,1490197.5737754954
6e33d838,891786.6404871917
6e33d83a,1061991.3552380078
6e33d83c,1281354.2779029452
6e33d840,1280519.0544571173
6e33d842,1243042.920974103
6e33d846,1315761.8856873917
6e33d849,1448448.4940518967
6e33d84d,1299418.511613354
6e33d851,1236341.2603016214
6e33d856,1243801.619697743
6e33d85c,1435802.0523206163
6e33d85f,1480035.0025688868
6e33d863,1504160.9501384953
6e33d865,1267036.6263792994
6e33d869,1266907.131037928
6e33d86b,1242544.85873318
6e33d86f,1438886.2393694858
6e33d871,1479743.376319256
6e33d873,1425370.6933395686
6e33d876,1280895.4261452286
6e33d87b,1300940.3513084245
6e33d87f,1334226.2154752507
6e33d883,1457187.6350758257
6e33d889,1189923.1745635227
6e33d88c,1469537.092582721
6e33d892,1390696.5634241267
6e33d895,1297535.5495886705
6e33d89b,1275462.4417323372
6e33d89e,1247367.9664947377
6e33d8a1,1354318.8273246526
6e33d8a3,1089748.395039402
6e33d8a6,1550832.844695336
6e33d8ab,977196.7439348983
6e33d8ad,1003392.0631822718
6e33d8b0,1340966.8480373707
6e33d8b4,1197332.319985124
6e33d8b9,1234950.9911503028
6e33d8bc,1374186.4372087084
6e33d8bf,1332390.3671009145
6e33d8c3,1449576.892676318
6e33d8c5,1049999.3644809108
6e33d8ca,1336658.1042755165
6e33d8cd,1366497.0075906708
6e33d8d2,1394209.6486838115
6e33d8d4,1349539.9353135945
6e33d8d6,1223756.003752411
6e33d8dc,1456457.6964895087
6e33d8e2,1025512.2089581694
6e33d8e8,1456136.7145177454
6e33d8ed,1112210.9928043112
6e33d8f3,1401277.8314566845
6e33d8f9,1303553.021871998
6e33d8ff,1214460.0221722256
6e33d905,1092817.090772587
6e33d908,1603111.656442017
6e33d90a,1195223.8199499617
6e33d90e,1374171.2099592527
6e33d911,1284363.6336917344
6e33d915,1102523.5675485772
6e33d918,1146913.523933875
6e33d91a,1171326.4058313922
6e33d91f,1458773.1850292282
6e33d925,1263446.4096662828
6e33d927,1293717.604821215
6e33d92d,1574904.268677175
6e33d92f,1135056.5169463246
6e33d934,1123501.2366807228
6e33d938,1210356.244552902
6e33d93c,1196331.304847027
6e33d93f,1520215.6277427885
6e33d945,1430760.4003405145
6e33d948,1366398.2311873212
6e33d94a,1138186.2821527985
6e33d94d,1250025.0634505886
6e33d94f,1467995.5502412866
6e33d951,1391104.2104318894
6e33d957,1400892.078366889
6e33d95d,1610449.969502241
6e33d960,1142697.2775888357
6e33d964,1211480.7282495773
6e33d967,1489445.4492925687
6e33d96b,1352427.8898248465
6e33d970,1405786.5897254124
6e33d976,1106267.3333903626
6e33d978,1325900.790525619
6e33d97e,1018207.3664207635
6e33d981,1593597.279529206
6e33d985,986483.6121206041
6e33d98a,1295078.3700469523
6e33d98e,1219500.346005982
6e33d991,1373824.082758613
6e33d996,869235.397434521
6e33d99a,1339152.7032228261
6e33d99e,1386685.8647627677
6e33d9a2,1496719.5931643227
6e33d9a4,1406338.4042824246
6e33d9aa,983719.4502934907
6e33d9af,1366368.6727055963
6e33d9b5,1437244.0899871956
6e33d9b8,1429215.2533917187
6e33d9bd,1357459.3965543367
6e33d9c2,1541390.759641868
6e33d9c6,1458734.111199907
6e33d9c9,1493067.337324611
6e33d9ce,1117185.1022549353
6e33d9d3,1390277.5107973362
6e33d9d8,1191567.2826854484
6e33d9dd,1531405.1025913362
6e33d9e3,870846.2225088973
6e33d9e9,1246651.5928476965
6e33d9eb,1134828.2160507175
6e33d9f1,1190445.1441693956
6e33d9f6,931247.9081789533
6e33d9f9,1415033.6499656278
6e33d9ff,1375200.8008545083
6e33da04,1328276.3101869829
6e33da06,1414759.231096006
6e33da08,1359478.5153599787
6e33da0c,1167991.025528796
6e33da12,1186137.3233872217
6e33da18,1252238.3315111701
6e33da1e,1468121.2703129868
6e33da24,1559431.1597695472
6e33da26,1155961.6253793584
6e33da29,1441440.6333911414
6e33da2c,892158.5191567634
6e33da30,1256543.9446479322
6e33da35,1493585.2858628077
6e33da3b,1452822.9820339472
6e33da41,1188555.1355259707
6e33da46,1494762.5612951028
6e33da49,1113208.6507430237
6e33da4e,1494577.8614757962
6e33da50,1234062.5570566691
6e33da52,1384596.910210111
6e33da57,1153769.2969453936
6e33da59,1442628.0883764983
6e33da5e,1371400.4201826742
6e33da60,923833.4524567783
6e33da63,1345138.629158466
6e33da65,1299375.9000918958
6e33da68,1414590.3356946541
6e33da6d,1352915.4303919484
6e33da6f,1494984.1828042367
6e33da75,1094985.574795227
6e33da7a,1334989.572367869
6e33da7f,1401346.849749415
6e33da81,1151211.9047108141
6e33da86,1121886.4492700396
6e33da89,1190206.4245585627
6e33da8e,1086523.1622717972
6e33da93,1457956.1138353953
6e33da95,1146711.9114298138
6e33da99,1274173.3474607347
6e33da9c,1403892.83840437
6e33daa2,1003008.3001467987
6e33daa6,1429434.174219959
6e33daa9,1240247.6465668161
6e33daaf,1351296.398122578
6e33dab1,1207737.3878362058
6e33dab3,1411188.260208871
6e33dab8,1231977.511805902
6e33dabc,1335661.5708042018
6e33dabe,1352742.4469089652
6e33dac1,1018704.562933414
6e33dac5,1537160.8567177684
6e33dac7,1102402.1817280352
6e33dacd,1456513.4008553694
6e33dad0,1477638.5500277267
6e33dad4,1251452.4299734482
6e33dad7,961469.4699939273
6e33dada,1252774.4036509232
6e33dadd,1249745.5905154967
6e33dae1,1319826.4408380268
6e33dae6,1269405.491192622
6e33dae9,1307619.4165436372
6e33daef,1282547.6223290558
6e33daf1,1238692.0519507036
6e33daf4,1427517.422515992
6e33daf7,1327089.2187864722
6e33daf9,1268995.6569256997
6e33dafb,1253160.478578987
6e33db01,1328728.7072061826
6e33db06,1161552.178097873
6e33db09,1307040.5879672733
6e33db0d,1346713.0747234935
6e33db0f,1503452.6116353644
6e33db12,1234139.9336382204
6e33db18,1560344.0841967938
6e33db1d,1427522.9398344448
6e33db22,1331719.984199989
6e33db28,1498715.875367372
6e33db2a,1303458.583608342
6e33db2e,1407747.9344093672
6e33db34,1583278.6836425737
6e33db38,1220603.266738974
6e33db3e,1240828.5590441965
6e33db41,1398490.920158885
6e33db43,1469531.3428917695
6e33db49,1015035.3360975597
6e33db4b,1447881.9425825905
6e33db50,1038823.0038480449
6e33db54,1428954.2323826891
6e33db56,1212458.9678255538
6e33db58,1168205.8249907554
6e33db5b,1187142.0526165846
6e33db61,1009609.6502239726
6e33db64,1183088.8668836912
6e33db66,1355053.77012041
6e33db6a,1297412.6985860297
6e33db6e,1311829.8111776616
6e33db71,1470985.7426772527
6e33db75,1274274.5608026697
6e33db79,1386527.48998577
6e33db7c,1256053.4304088606
6e33db7f,1379847.6485610446
6e33db82,1395122.4106771746
6e33db87,1230680.8539895879
6e33db8a,1340070.1547589512
6e33db8f,1163500.8217726636
6e33db93,1475428.3133789932
6e33db98,1475572.500359893
6e33db9a,1185727.0578548925
6e33db9c,1489550.7351098529
6e33db9e,1343975.3264438105
6e33dba0,1492866.6767097812
6e33dba2,819338.8824439122
6e33dba5,1540040.6032089237
6e33dbab,1404723.6541390114
6e33dbaf,1483949.0174583585
6e33dbb1,1484923.8400975917
6e33dbb7,1323509.2033530395
6e33dbbd,1015507.1385152913
6e33dbbf,1549782.6582634947
6e33dbc2,1368021.7801053177
6e33dbc5,1088536.8634265785
6e33dbcb,1241588.6651405988
6e33dbcf,1166521.17790206
6e33dbd2,1213752.1803574383
6e33dbd8,1642321.4203910483
6e33dbdc,1502725.3372515752
6e33dbe2,1516120.5178595146
6e33dbe8,1457858.3804624337
6e33dbee,1249803.8266289432
6e33dbf2,1370049.0127654828
6e33dbf4,1219804.1674284108
6e33dbf7,1211258.1830083204
6e33dbfc,1172595.096036385
6e33dc02,1489968.0548017889
6e33dc06,1361508.8402522393
6e33dc0b,1207387.654062679
6e33dc0e,1401967.704733763
6e33dc13,1293382.271580379
6e33dc17,848536.6664215666
6e33dc1d,1454484.4497912768
6e33dc21,1231627.8980353982
6e33dc23,1280832.9744980452
6e33dc28,969409.1260403881
6e33dc2a,1377526.9976604504
6e33dc2d,1329988.653999717
6e33dc30,1239754.9405315188
6e33dc32,1335204.94571325
6e33dc38,1302529.899081445
6e33dc3a,1394781.484062004
6e33dc3c,1326137.1158087295
6e33dc3f,1415326.1627220886
6e33dc41,1508920.3659954527
6e33dc45,972784.9141368588
6e33dc47,1031469.996890784
6e33dc4d,1177330.1859995094
6e33dc52,1355652.5059090357
6e33dc57,1406403.1592862974
6e33dc5a,1230643.2565838834
6e33dc60,1385376.3718762742
6e33dc62,1080490.2888988664
6e33dc65,1407242.8865547744
6e33dc6b,1372825.8464909615
6e33dc6e,1183904.0641886839
6e33dc71,1263290.079916355
6e33dc77,1247503.9567310617
6e33dc7d,1456384.7024116958
6e33dc80,1304777.835180671
6e33dc84,1173060.4785507522
6e33dc89,1321881.9234816134
6e33dc8e,1508962.1795869055
6e33dc93,1053531.7025207544
6e33dc97,1353095.0501435313
6e33dc9b,1376029.4043288778
6e33dc9f,1413238.3452387892
6e33dca4,1400469.7999627253
6e33dca8,1496806.7205604701
6e33dcae,1431393.0535136259
6e33dcb3,1196108.7679059359
6e33dcb7,1201852.6798424402
6e33dcbb,1344475.7755980215
6e33dcbd,1238115.103298366
6e33dcbf,1391846.6266419105
6e33dcc2,1314574.7731727408
6e33dcc8,1028333.9935545338
6e33dccb,1301240.0260151464
6e33dccd,1570409.4504080191
6e33dcd2,1098369.574976986
6e33dcd8,1215267.5986537463
6e33dcde,1168604.9951795149
6e33dce3,1322633.3465741936
6e33dce6,1229461.1511007794
6e33dce9,1195789.667799853
6e33dced,1433272.1122465448
6e33dcf2,1438591.7423520198
6e33dcf5,1363984.1865739839
6e33dcfb,1370977.8478956255
6e33dd01,1270556.544519532
6e33dd03,1261076.379553672
6e33dd07,1503251.463599939
6e33dd0a,1110793.845612646
6e33dd0d,864620.5724295906
6e33dd0f,1192830.418211977
6e33dd11,1414510.9717695417
6e33dd13,1504764.7659816067
6e33dd16,1214718.5842286674
6e33dd1b,1288699.49015877
6e33dd1f,1317591.6292855116
6e33dd25,1401814.9801484426
6e33dd28,972424.763852277
6e33dd2e,1376744.0310709404
6e33dd32,1281997.949500192
6e33dd37,1451514.3049229546
6e33dd3a,1079661.8111650476
6e33dd3f,1457916.880376437
6e33dd45,1304056.9000482159
6e33dd4a,1425331.2718385002
6e33dd50,1237130.7993857516
6e33dd52,1432794.9684992472
6e33dd58,1456387.73679021
6e33dd5d,1573714.0418781482
6e33dd63,1528055.9479421235
6e33dd66,1156403.7102884497
6e33dd69,1292746.7658153127
6e33dd6b,1334968.9681114273
6e33dd6f,1273296.7881105158
6e33dd73,1344423.4304200257
6e33dd75,1430511.7793748803
6e33dd7a,1256047.6889157959
6e33dd7e,1423484.1412292812
6e33dd84,1390352.2474763368
6e33dd86,1438349.602488441
6e33dd8a,1445172.408369903
6e33dd8e,1296662.835582609
6e33dd92,1137978.4339075056
6e33dd95,1314634.674622009
6e33dd9b,1247861.2379513695
6e33dda1,1065703.506543003
6e33dda6,1076141.9431177585
6e33dda9,1397657.4164112527
6e33ddab,1483994.5179094865
6e33ddb1,1384481.97505506
6e33ddb3,1482984.7596821422
6e33ddb8,1524821.5854904496
6e33ddbd,1364334.8482848848
6e33ddc2,914148.1851491791
6e33ddc4,1378326.793469931
6e33ddc7,1468202.1458745028
6e33ddca,1390312.2204160183
6e33ddce,1453605.9730420935
6e33ddd0,836570.2091368941
6e33ddd5,1547343.2238380257
6e33ddda,1081930.2964155956
6e33dddc,1380013.5295552395
6e33ddde,1512137.9695263966
6e33dde1,1274191.3792002546
6e33dde7,1302889.9629614125
6e33ddea,1489211.5364236345
6e33ddf0,1127277.7416235567
6e33ddf6,1381161.3885260003
6e33ddf9,878165.1482737758
6e33ddfc,1277766.2140787584
6e33de00,1381134.7769279906
6e33de02,971849.4304726372
6e33de04,1166360.8747132113
6e33de0a,1256946.1828025884
6e33de0e,1519118.3242418808
